imagen,split,clase,detecciones,confianza_maxima,proporcion_mascara,estado,error
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_b08f4659.jpeg,Train,Healthy,1,0.042705,0.287735,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_b0ace9e6.png,Train,Healthy,1,0.051779,0.43057,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_b205b273.jpg,Train,Healthy,1,0.033014,0.686099,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_b6654010.jpg,Train,Healthy,1,0.046003,0.413973,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_b6b50d79.jpg,Train,Healthy,1,0.046143,0.193964,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_b782b278.jpg,Train,Healthy,1,0.027346,0.523135,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_b8758fe1.jpeg,Train,Healthy,1,0.030938,0.44605,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_b88a861d.jpg,Train,Healthy,1,0.029299,0.085364,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_b892f48a.jpeg,Train,Healthy,1,0.028354,0.418043,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_b97259cc.jpg,Train,Healthy,1,0.045319,0.446067,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_b9a724ba.jpg,Train,Healthy,1,0.052644,0.526439,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_bb6ece5f.jpg,Train,Healthy,1,0.040676,0.756388,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_bba33bd7.jpg,Train,Healthy,1,0.042156,0.374036,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_bc6df047.jpg,Train,Healthy,1,0.045498,0.478843,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_bcd229b0.jpg,Train,Healthy,1,0.040083,0.533428,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_bd46455a.jpg,Train,Healthy,1,0.048077,0.656343,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_bdaef0f1.jpg,Train,Healthy,1,0.037867,0.504919,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_bde42138.jpeg,Train,Healthy,1,0.047245,0.318403,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c10ca139.jpg,Train,Healthy,1,0.043355,0.487152,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c113e7ff.jpg,Train,Healthy,1,0.046589,0.551717,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c11afdbf.jpg,Train,Healthy,1,0.045202,0.776336,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c493aabb.jpg,Train,Healthy,1,0.045323,0.283239,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c4a8e822.jpg,Train,Healthy,1,0.034898,0.454579,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c4f2d881.jpg,Train,Healthy,1,0.034328,0.426419,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c5a257e2.jpg,Train,Healthy,1,0.038101,0.155021,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c6e05de5.jpg,Train,Healthy,1,0.047187,0.347714,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c6fd3e44.png,Train,Healthy,1,0.04214,0.67732,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c72ca2c1.jpg,Train,Healthy,1,0.04017,0.220159,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c7a4daaa.jpg,Train,Healthy,2,0.042377,0.283086,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c7f726d2.jpg,Train,Healthy,2,0.044976,0.525186,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c8c7ad13.png,Train,Healthy,1,0.044287,0.400765,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c8d8c44b.jpg,Train,Healthy,1,0.031853,0.141006,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c94dd77a.jpg,Train,Healthy,1,0.023977,0.815153,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_c9daecef.jpg,Train,Healthy,1,0.040822,0.553688,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_ca7b2421.jpg,Train,Healthy,1,0.039626,0.197855,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_cae262f4.jpg,Train,Healthy,1,0.042917,0.305501,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_cb67e1d7.jpg,Train,Healthy,1,0.035089,0.586599,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_cbd3b5c9.jpg,Train,Healthy,1,0.049365,0.294902,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_cdecfc7f.jpeg,Train,Healthy,1,0.046948,0.401145,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_cfddfa9a.jpg,Train,Healthy,1,0.044388,0.35204,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_d145c68c.jpg,Train,Healthy,1,0.037804,0.288503,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_d1cc7354.jpg,Train,Healthy,1,0.047308,0.403673,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_d289b3ea.jpg,Train,Healthy,1,0.044638,0.675787,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_d28ec0ab.jpg,Train,Healthy,1,0.038314,0.527833,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_d4eb1b7b.jpg,Train,Healthy,1,0.042262,0.337605,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_d59518e4.jpg,Train,Healthy,1,0.042514,0.592893,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_d6c37d25.jpg,Train,Healthy,1,0.039462,0.562753,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_d6e92943.jpg,Train,Healthy,1,0.041181,0.575923,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_d765b05f.jpg,Train,Healthy,1,0.046564,0.433648,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_d8c3a7dd.jpg,Train,Healthy,1,0.04275,0.256136,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_d96856fb.jpg,Train,Healthy,1,0.032545,0.538875,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_dad570cf.jpg,Train,Healthy,1,0.041484,0.397828,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_db80579d.jpg,Train,Healthy,1,0.040157,0.273617,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_dbccd642.jpg,Train,Healthy,3,0.024658,0.432463,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_dc2eb096.jpg,Train,Healthy,1,0.045828,0.441433,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_dc88f856.jpg,Train,Healthy,1,0.049751,0.515776,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_dca660f2.jpg,Train,Healthy,1,0.045532,0.505288,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_dd6c458d.jpg,Train,Healthy,1,0.042075,0.385005,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_de472f95.jpg,Train,Healthy,1,0.042758,0.344738,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_deb36cc5.jpg,Train,Healthy,1,0.040593,0.446456,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_df36259a.jpg,Train,Healthy,1,0.037754,0.574981,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_df687751.jpg,Train,Healthy,3,0.039659,0.577331,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e180e3f9.jpg,Train,Healthy,1,0.048389,0.587369,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e2f4d77f.jpg,Train,Healthy,1,0.03963,0.559473,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e314dcc1.jpg,Train,Healthy,1,0.040233,0.687779,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e328dab6.jpg,Train,Healthy,1,0.029973,0.078894,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e39cdcad.jpg,Train,Healthy,1,0.04492,0.367267,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e3d2e24e.jpg,Train,Healthy,1,0.04054,0.456307,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e411ece6.jpg,Train,Healthy,1,0.037921,0.365971,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e42f4ef3.jpg,Train,Healthy,1,0.048979,0.342348,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e514d822.jpg,Train,Healthy,1,0.042505,0.462157,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e5770634.jpg,Train,Healthy,1,0.041652,0.693552,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e654d094.jpg,Train,Healthy,2,0.058352,0.585007,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e7868751.jpeg,Train,Healthy,1,0.033326,0.320294,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e86807ae.jpg,Train,Healthy,1,0.03917,0.262349,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e8a22de9.jpg,Train,Healthy,1,0.038087,0.440357,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_e9a773fb.jpg,Train,Healthy,1,0.039712,0.244942,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_eb1fc4af.jpg,Train,Healthy,1,0.050946,0.299409,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_eb37e9bf.jpg,Train,Healthy,2,0.041954,0.676375,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_eb60fa51.jpg,Train,Healthy,1,0.03658,0.249147,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_ee68573b.jpg,Train,Healthy,1,0.054203,0.229027,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_ef090914.jpg,Train,Healthy,1,0.038059,0.436677,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_f0288cbd.jpg,Train,Healthy,1,0.04739,0.51111,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_f1874895.jpg,Train,Healthy,1,0.031484,0.800115,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_f28dd615.jpg,Train,Healthy,1,0.038984,0.406875,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_f2980ba0.jpg,Train,Healthy,1,0.04115,0.263757,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_f2a26c28.jpg,Train,Healthy,1,0.029416,0.123352,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_f7416f07.jpg,Train,Healthy,1,0.041578,0.346764,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_f7783093.jpg,Train,Healthy,1,0.034359,0.420431,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_f8acba41.jpg,Train,Healthy,1,0.042303,0.587684,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_f8c9a0ec.jpg,Train,Healthy,1,0.045004,0.314963,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_fa4921e0.jpg,Train,Healthy,1,0.04022,0.554254,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_fa9b8558.jpg,Train,Healthy,1,0.032671,0.450032,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_faa6b290.jpg,Train,Healthy,2,0.03315,0.563524,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_fb48edb6.jpg,Train,Healthy,2,0.038519,0.544168,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_fbcaa3f4.jpg,Train,Healthy,1,0.045748,0.354894,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_fd0fcea8.jpg,Train,Healthy,1,0.03616,0.747791,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_fe3a7d3c.jpg,Train,Healthy,1,0.046133,0.561245,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_fe8afc8d.jpg,Train,Healthy,1,0.046157,0.202069,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_fe9dfbbe.jpeg,Train,Healthy,1,0.032559,0.628459,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_ff665232.jpg,Train,Healthy,1,0.036754,0.66299,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Healthy\Healthy_ff74605a.jpg,Train,Healthy,1,0.045504,0.323149,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_018a91a7.jpg,Train,HLB,1,0.045906,0.471513,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_050f1a3b.jpg,Train,HLB,1,0.049895,0.472358,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_06837a88.jpg,Train,HLB,1,0.04828,0.307986,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_09f4dafa.jpg,Train,HLB,1,0.040097,0.529306,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_0a66d494.jpg,Train,HLB,1,0.042158,0.508441,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_0aeeb329.jpg,Train,HLB,1,0.029097,0.603372,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_0c544bca.jpg,Train,HLB,1,0.039177,0.466659,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_0c8070be.jpg,Train,HLB,1,0.048297,0.379545,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_0eba0cc5.jpg,Train,HLB,1,0.04961,0.380964,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_108c859d.jpg,Train,HLB,1,0.03877,0.396833,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_11f292ea.jpg,Train,HLB,1,0.046453,0.469612,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_135e7e6e.jpg,Train,HLB,1,0.042393,0.487877,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_1536fb5e.jpg,Train,HLB,1,0.048386,0.31745,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_1583a4f0.jpg,Train,HLB,1,0.046589,0.394753,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_168e96ea.jpg,Train,HLB,1,0.034414,0.398427,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_169d1b75.jpg,Train,HLB,1,0.05199,0.287536,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_16b394cd.jpg,Train,HLB,1,0.045499,0.415675,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_16b96035.jpg,Train,HLB,1,0.040652,0.480538,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_176483e0.jpg,Train,HLB,1,0.036535,0.448777,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_179f15c9.jpg,Train,HLB,1,0.03692,0.440856,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_17e41590.jpg,Train,HLB,1,0.0412,0.380598,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_18b6249b.jpg,Train,HLB,1,0.045922,0.412255,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_18c8ef66.jpg,Train,HLB,1,0.046671,0.470469,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_18fc6d90.jpg,Train,HLB,1,0.037241,0.236184,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_1920f5bb.jpg,Train,HLB,1,0.039995,0.553117,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_1ab8b99b.jpg,Train,HLB,1,0.050633,0.430044,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_1b15d56b.jpg,Train,HLB,1,0.046093,0.362866,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_1c205f2c.jpg,Train,HLB,1,0.03905,0.648067,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_1ef35d61.jpg,Train,HLB,1,0.037729,0.667817,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_1f151c15.jpg,Train,HLB,1,0.048304,0.35828,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_1f4a12ca.jpg,Train,HLB,1,0.036607,0.637505,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_204bcb98.jpg,Train,HLB,2,0.041459,0.667795,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_219ae38b.jpg,Train,HLB,1,0.051345,0.446937,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_24a74be8.jpg,Train,HLB,1,0.039135,0.236344,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_24e71a92.jpg,Train,HLB,1,0.044061,0.439542,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_255b058b.jpg,Train,HLB,1,0.044946,0.505166,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_28dafc5f.jpg,Train,HLB,1,0.039926,0.391983,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_2a707914.jpg,Train,HLB,1,0.047618,0.351269,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_2c88c2c7.jpg,Train,HLB,1,0.034254,0.399197,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_2e403591.jpg,Train,HLB,1,0.047757,0.283175,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_2eae2442.jpg,Train,HLB,1,0.043405,0.513475,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_30a853e5.jpg,Train,HLB,1,0.038847,0.452361,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_30c85f29.jpg,Train,HLB,1,0.041415,0.416767,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_32f8014e.jpg,Train,HLB,1,0.039798,0.458672,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_32fcc41d.jpg,Train,HLB,1,0.038908,0.625405,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_3378dd1d.jpg,Train,HLB,1,0.037155,0.400905,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_34ca1b39.jpg,Train,HLB,1,0.035419,0.650056,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_354b3a36.jpg,Train,HLB,1,0.041222,0.465292,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_35aac929.jpg,Train,HLB,1,0.043207,0.229844,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_35bcb0f4.jpg,Train,HLB,1,0.058151,0.208677,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_3647f3e3.jpg,Train,HLB,1,0.031703,0.589313,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_3758997e.jpg,Train,HLB,1,0.031986,0.641244,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_37d020b4.jpg,Train,HLB,1,0.047391,0.454852,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_38b54f11.jpg,Train,HLB,1,0.067183,0.345616,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_3a334121.jpg,Train,HLB,1,0.042082,0.375423,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_3a368ec4.jpg,Train,HLB,1,0.04196,0.453336,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_3cb6ed81.jpg,Train,HLB,1,0.048566,0.432777,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_3ce3beb0.jpg,Train,HLB,1,0.049139,0.464614,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_3cfcd9cb.jpg,Train,HLB,1,0.045613,0.391598,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_3e12ebf2.jpg,Train,HLB,1,0.039832,0.655648,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_403efaee.jpg,Train,HLB,1,0.049321,0.392477,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_40ec775a.jpg,Train,HLB,1,0.050539,0.3913,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_41ca24a7.jpg,Train,HLB,1,0.045538,0.471498,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_4292c79b.jpg,Train,HLB,1,0.037633,0.394036,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_42e66afa.jpg,Train,HLB,1,0.036077,0.475358,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_44e37918.jpg,Train,HLB,1,0.037595,0.622394,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_470b981c.jpg,Train,HLB,1,0.040343,0.670488,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_47ad0baa.jpg,Train,HLB,1,0.046492,0.24755,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_48496e28.jpg,Train,HLB,1,0.036297,0.497209,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_488902b1.jpg,Train,HLB,1,0.039003,0.635544,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_48902e3e.jpg,Train,HLB,1,0.036322,0.707319,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_489506c4.jpg,Train,HLB,1,0.043337,0.371242,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_49191e69.jpg,Train,HLB,1,0.043912,0.308505,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_49acb922.jpg,Train,HLB,1,0.047967,0.408577,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_4a92ba61.jpg,Train,HLB,1,0.050859,0.415269,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_4b154107.jpg,Train,HLB,1,0.040319,0.318948,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_4b7c73a8.jpg,Train,HLB,1,0.035822,0.601322,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_4daeea23.jpg,Train,HLB,1,0.044685,0.444717,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_4ddd8567.jpg,Train,HLB,1,0.032349,0.613697,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_4fcf179b.jpg,Train,HLB,1,0.037227,0.314139,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_508a1a31.jpg,Train,HLB,1,0.038747,0.636172,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_50afcded.jpg,Train,HLB,1,0.046201,0.386072,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_517118d3.jpg,Train,HLB,1,0.033175,0.395447,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_52dd10e7.jpg,Train,HLB,1,0.045084,0.235909,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_53ee44de.jpg,Train,HLB,1,0.041985,0.381872,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_545595bb.jpg,Train,HLB,1,0.050004,0.355044,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_547c8fd0.jpg,Train,HLB,1,0.046486,0.482383,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_5520bbf8.jpg,Train,HLB,1,0.032875,0.474677,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_562bcda9.jpg,Train,HLB,1,0.052167,0.200038,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_56493c0e.jpg,Train,HLB,1,0.038783,0.455622,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_5915a4cc.jpg,Train,HLB,1,0.052512,0.384781,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_5991051b.jpg,Train,HLB,1,0.034566,0.361073,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_59b09259.jpg,Train,HLB,1,0.04501,0.418606,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\HLB\HLB_59c14f93.jpg,Train,HLB,1,0.059969,0.20778,OK,
